[2021-07-12 23:01:22,421] browser.py->get_chrome_driver line:35 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:02:09,776] browser.py->get_chrome_driver line:35 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:02:10,124] base_page.py->set_browser_max line:25 [INFO] : 设置浏览器最大化
[2021-07-12 23:02:26,034] browser.py->get_chrome_driver line:35 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:02:26,153] base_page.py->set_browser_max line:25 [INFO] : 设置浏览器最大化
[2021-07-12 23:02:35,808] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:02:35,853] base_page.py->close_tab line:37 [INFO] : 关闭当前tab页签
[2021-07-12 23:03:26,395] browser.py->get_chrome_driver line:35 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:03:38,107] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:04:18,793] browser.py->get_chrome_driver line:35 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:04:18,920] base_page.py->set_browser_max line:25 [INFO] : 设置浏览器最大化
[2021-07-12 23:04:26,825] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:04:27,006] base_page.py->close_tab line:37 [INFO] : 关闭当前tab页签
[2021-07-12 23:08:45,931] browser.py->get_chrome_driver line:35 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:09:42,900] browser.py->get_chrome_driver line:35 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:10:28,086] browser.py->get_chrome_driver line:32 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:11:42,770] browser.py->get_chrome_driver line:32 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:12:02,590] browser.py->get_chrome_driver line:32 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:19:59,002] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:19:59,013] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:19:59,078] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:19:59,089] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:19:59,147] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:19:59,157] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:19:59,199] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:19:59,199] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:20:02,206] base_page.py->wait line:77 [INFO] : 等待[3]秒
[2021-07-12 23:20:02,509] base_page.py->close_tab line:37 [INFO] : 关闭当前tab页签
[2021-07-12 23:22:23,731] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:22:28,413] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:22:28,507] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:22:28,750] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:22:28,860] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:22:29,144] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:22:29,191] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:22:29,191] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:22:32,769] base_page.py->wait line:77 [INFO] : 等待[3]秒
[2021-07-12 23:22:34,419] base_page.py->close_tab line:37 [INFO] : 关闭当前tab页签
[2021-07-12 23:22:43,307] browser.py->get_chrome_driver line:32 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:24:13,383] browser.py->get_chrome_driver line:32 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:26:38,827] browser.py->get_chrome_driver line:32 [INFO] : 初始化并启动谷歌浏览器
[2021-07-12 23:30:15,408] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:30:15,424] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:30:15,475] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:30:15,485] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:30:15,571] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:30:15,582] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:30:15,631] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:30:15,631] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:30:18,632] base_page.py->wait line:77 [INFO] : 等待[3]秒
[2021-07-12 23:30:18,928] base_page.py->close_tab line:37 [INFO] : 关闭当前tab页签
[2021-07-12 23:33:13,778] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:33:13,787] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:33:13,829] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:33:13,840] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:33:13,905] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:33:13,915] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:33:13,955] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:33:13,955] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:35:23,942] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:35:23,953] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:35:23,989] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:35:23,999] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:35:24,076] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:35:24,085] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:35:24,127] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:35:24,128] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:39:01,587] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:39:01,599] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:39:01,636] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:39:01,647] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:39:01,710] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:39:01,721] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:39:01,755] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:39:01,755] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:39:38,707] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:39:38,718] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:39:38,762] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:39:38,773] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:39:38,846] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:39:38,857] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:39:38,898] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:39:38,898] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:39:41,903] base_page.py->wait line:77 [INFO] : 等待[3]秒
[2021-07-12 23:40:35,500] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:40:35,514] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:40:35,584] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:40:35,596] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:40:35,664] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:40:35,673] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:40:35,711] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:40:35,711] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:41:09,400] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:41:09,413] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:41:09,452] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:41:09,461] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:41:09,533] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:41:09,554] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:41:09,606] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:41:09,606] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:42:19,459] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:42:19,471] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:42:19,502] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:42:19,511] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:42:19,583] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:42:19,593] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:42:19,631] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:42:19,631] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:44:17,596] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:44:17,613] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:44:17,657] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:44:17,667] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:44:17,733] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:44:17,743] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:44:17,786] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:44:17,786] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:44:47,291] base_page.py->set_browser_max line:25 [INFO] : 设置浏览器最大化
[2021-07-12 23:44:51,205] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:44:51,214] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:44:51,253] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:44:51,263] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:44:51,345] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:44:51,369] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:44:51,411] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:44:51,411] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
[2021-07-12 23:45:22,339] base_page.py->set_browser_max line:25 [INFO] : 设置浏览器最大化
[2021-07-12 23:45:25,823] base_page.py->open_url line:21 [INFO] : 打开url地址:http://47.107.178.45/zentao/www/index.php?m=user&f=login
[2021-07-12 23:45:25,833] base_page.py->find_element line:61 [INFO] : [用户名输入框]元素识别成功
[2021-07-12 23:45:25,876] base_page.py->input line:72 [INFO] : [用户名输入框]元素输入内容[test01]
[2021-07-12 23:45:25,890] base_page.py->find_element line:61 [INFO] : [密码输入框]元素识别成功
[2021-07-12 23:45:25,959] base_page.py->input line:72 [INFO] : [密码输入框]元素输入内容[newdream123]
[2021-07-12 23:45:25,970] base_page.py->find_element line:61 [INFO] : [登录按钮]元素识别成功
[2021-07-12 23:45:26,008] base_page.py->click line:67 [INFO] : [登录按钮]元素点击成功
[2021-07-12 23:45:26,008] login_page.py->click_login line:43 [INFO] : 登录按钮是{'element_name': '登录按钮', 'locator_page': 'login_page', 'locator_type': 'xpath', 'locator_value': '//button[@id="submit"]', 'time_out': '5.0'}
